customer_id,age,job,marital,education,default,balance,housing,loan,contact_id
13549,34,management,single,tertiary,no,197,no,yes,11743
13550,49,management,married,tertiary,no,87,no,no,228
13551,44,management,single,tertiary,no,6350,yes,no,10693
13552,39,self-employed,married,secondary,no,656,no,no,39454
13553,38,blue-collar,single,secondary,no,68,no,no,14059
13554,34,technician,single,tertiary,no,370,yes,no,3426
13555,40,unknown,married,unknown,no,35,no,no,41132
13556,41,admin.,divorced,secondary,no,8,no,no,10896
13557,28,admin.,single,secondary,no,-215,yes,no,13114
13558,30,services,married,secondary,no,5,no,yes,41533
13559,37,blue-collar,single,primary,no,275,yes,no,26656
13560,39,services,married,secondary,no,9374,yes,no,14170
13561,26,entrepreneur,married,secondary,no,1,yes,no,11704
13562,34,admin.,divorced,secondary,no,2144,yes,no,35101
13563,50,admin.,married,primary,no,-75,no,yes,25037
13564,32,technician,married,secondary,no,9608,no,no,22235
13565,37,management,single,tertiary,no,614,yes,no,42019
13566,62,blue-collar,married,secondary,no,272,no,no,23825
13567,30,technician,single,tertiary,yes,23,no,no,18566
13568,37,management,divorced,secondary,no,414,no,no,4330
13569,51,blue-collar,married,primary,no,3942,yes,no,30982
13570,40,blue-collar,married,primary,no,106,yes,no,5972
13571,31,management,single,tertiary,no,2336,no,no,35950
13572,40,management,single,unknown,no,838,yes,no,20291
13573,59,management,divorced,tertiary,no,-232,no,yes,35643
13574,46,management,divorced,tertiary,no,624,no,no,25827
13575,45,technician,married,tertiary,no,12766,no,no,25294
13576,26,technician,single,secondary,no,276,yes,no,41017
13577,43,blue-collar,married,primary,no,823,yes,no,36811
13578,33,management,single,tertiary,no,23,no,no,8131
13579,28,blue-collar,single,secondary,no,53,yes,no,32860
13580,44,blue-collar,married,primary,no,711,no,no,36776
13581,45,management,divorced,tertiary,no,6542,yes,no,25974
13582,34,management,divorced,tertiary,no,2240,no,no,27950
13583,42,technician,married,secondary,no,315,yes,no,36464
13584,40,services,married,secondary,no,809,no,no,29558
13585,29,management,single,tertiary,no,841,no,no,14012
13586,58,management,married,secondary,no,139,no,no,41722
13587,28,admin.,married,secondary,no,503,no,yes,28757
13588,45,admin.,married,secondary,no,1435,yes,no,39088
13589,55,technician,married,unknown,no,84,yes,no,1836
13590,53,retired,married,secondary,no,1300,no,no,37069
13591,36,services,married,secondary,no,0,yes,no,22142
13592,48,technician,single,secondary,no,329,no,no,28417
13593,48,technician,divorced,tertiary,no,907,no,yes,42875
13594,38,admin.,married,secondary,no,-728,yes,no,37605
13595,50,technician,divorced,secondary,no,2910,no,yes,26357
13596,31,technician,married,secondary,no,7369,no,no,14178
13597,47,technician,married,secondary,no,1387,yes,no,8341
13598,58,blue-collar,married,primary,no,1406,yes,no,30163
13599,56,technician,married,secondary,no,0,yes,yes,40947
13600,45,blue-collar,married,primary,no,0,no,no,20501
13601,30,blue-collar,single,secondary,no,8950,yes,no,35896
13602,47,blue-collar,married,secondary,no,2944,no,no,35248
13603,32,admin.,married,secondary,no,0,no,no,12741
13604,33,blue-collar,married,secondary,no,19,yes,no,13535
13605,53,blue-collar,married,secondary,no,-626,yes,no,12056
13606,37,blue-collar,divorced,secondary,no,625,yes,no,35960
13607,38,technician,divorced,tertiary,no,304,yes,no,10746
13608,55,technician,married,secondary,no,9774,yes,no,43262
13609,46,services,married,unknown,no,80,yes,no,5347
13610,27,unemployed,single,tertiary,no,1,no,no,21623
13611,40,blue-collar,married,primary,no,-35,yes,no,29599
13612,46,admin.,married,secondary,no,3028,yes,yes,19820
13613,57,management,married,tertiary,no,473,no,no,42791
13614,35,management,single,tertiary,no,1891,yes,no,34484
13615,37,unemployed,married,secondary,no,63,no,no,24967
13616,59,admin.,divorced,secondary,no,3304,yes,no,6324
13617,28,admin.,married,secondary,no,576,yes,yes,9518
13618,59,retired,married,secondary,no,2703,no,yes,8401
13619,37,blue-collar,divorced,secondary,no,-175,yes,no,16739
13620,35,entrepreneur,single,secondary,no,475,no,yes,38754
13621,40,blue-collar,married,secondary,no,6767,yes,no,10282
13622,55,technician,single,secondary,no,2043,yes,no,33431
13623,38,management,divorced,tertiary,no,554,no,no,2713
13624,59,retired,married,primary,no,1425,yes,no,24666
13625,50,blue-collar,married,primary,no,888,no,yes,32097
13626,30,blue-collar,married,primary,no,265,yes,yes,36487
13627,46,entrepreneur,married,secondary,no,122,no,no,28528
13628,27,services,married,secondary,no,100,no,no,11945
13629,38,management,single,tertiary,no,-119,yes,no,1181
13630,36,admin.,married,tertiary,no,289,no,no,1986
13631,46,unemployed,married,secondary,no,594,no,no,43224
13632,44,management,married,tertiary,no,7485,no,no,2224
13633,34,management,married,tertiary,no,159,yes,yes,31052
13634,29,admin.,single,secondary,no,1261,no,no,15737
13635,26,management,single,tertiary,no,1222,no,yes,8276
13636,41,admin.,divorced,secondary,no,1967,yes,no,8779
13637,34,admin.,single,secondary,no,601,no,no,12633
13638,50,technician,married,unknown,no,1268,yes,yes,34675
13639,57,unknown,married,unknown,no,106,no,no,40561
13640,46,self-employed,married,tertiary,no,2421,no,no,35175
13641,33,technician,married,primary,no,5,no,no,6949
13642,26,housemaid,married,secondary,no,-759,yes,no,11691
13643,58,technician,married,secondary,no,673,no,no,7399
13644,34,admin.,married,secondary,no,1365,yes,no,12807
13645,38,blue-collar,married,secondary,no,49,yes,no,20970
13646,33,technician,married,tertiary,no,0,yes,no,3722
13647,43,services,single,secondary,no,37,yes,no,35999
13648,31,admin.,single,secondary,no,0,yes,yes,35610
13649,41,housemaid,married,secondary,no,879,no,no,29996
13650,49,entrepreneur,divorced,tertiary,no,1145,yes,yes,44582
13651,60,admin.,married,secondary,no,7336,no,no,38302
13652,36,housemaid,single,primary,no,207,no,no,42827
13653,35,blue-collar,married,secondary,no,407,yes,no,21899
13654,44,technician,married,secondary,no,0,no,no,27429
13655,56,self-employed,married,tertiary,no,871,yes,no,21721
13656,47,services,divorced,secondary,no,829,no,yes,3568
13657,38,admin.,married,secondary,no,1116,yes,yes,27063
13658,40,admin.,married,secondary,no,1060,yes,no,19901
13659,59,retired,married,secondary,no,184,no,no,3326
13660,41,management,married,tertiary,no,557,yes,yes,1098
13661,56,retired,married,secondary,no,415,no,no,7996
13662,52,admin.,married,secondary,no,31,yes,no,4932
13663,40,technician,married,tertiary,no,1034,yes,no,41296
13664,29,admin.,single,secondary,no,25,yes,no,32124
13665,31,management,married,tertiary,no,1575,no,no,38372
13666,37,blue-collar,single,secondary,no,238,yes,no,24124
13667,30,management,single,tertiary,no,5074,yes,no,19584
13668,29,self-employed,married,secondary,no,0,no,no,40879
13669,27,technician,single,unknown,no,555,no,no,35277
13670,49,unemployed,divorced,secondary,no,-214,yes,no,33438
13671,31,technician,married,secondary,no,310,yes,no,40378
13672,43,retired,married,secondary,no,808,no,no,5298
13673,53,blue-collar,married,secondary,no,2267,no,yes,7704
13674,31,blue-collar,single,secondary,no,33,yes,no,12711
13675,34,technician,married,secondary,no,2019,yes,yes,34063
13676,53,housemaid,married,tertiary,no,554,no,no,8182
13677,26,blue-collar,married,secondary,no,284,yes,no,19085
13678,43,management,single,tertiary,no,2081,no,no,12131
13679,31,admin.,married,secondary,no,212,yes,no,9490
13680,47,management,married,unknown,no,1128,no,no,35505
13681,36,admin.,single,tertiary,no,2317,yes,no,32596
13682,34,management,married,tertiary,no,3064,yes,no,10988
13683,41,management,married,tertiary,no,251,no,yes,653
13684,31,technician,married,secondary,no,-360,yes,no,24316
13685,27,admin.,married,secondary,no,3415,no,no,29773
13686,46,blue-collar,married,primary,no,123,no,no,17947
13687,33,management,married,tertiary,no,901,no,no,28930
13688,30,student,single,tertiary,no,0,no,no,32554
13689,31,blue-collar,married,tertiary,no,982,yes,yes,11726
13690,30,blue-collar,married,secondary,no,1780,yes,no,35902
13691,28,technician,divorced,secondary,no,477,yes,yes,39835
13692,41,blue-collar,married,primary,no,509,yes,no,22350
13693,37,admin.,single,secondary,no,20,yes,no,15300
13694,45,services,single,secondary,no,1377,yes,no,9237
13695,29,admin.,single,secondary,no,345,no,no,3688
13696,51,unknown,married,unknown,no,2642,no,no,33294
13697,23,technician,single,secondary,no,4659,yes,no,7622
13698,48,blue-collar,married,primary,no,430,no,no,24277
13699,53,blue-collar,married,primary,no,655,yes,no,5250
13700,51,self-employed,married,secondary,no,1377,no,no,22423
13701,46,management,married,secondary,no,790,yes,no,5380
13702,59,blue-collar,married,primary,no,1723,no,no,15989
13703,60,technician,married,secondary,no,0,yes,no,35857
13704,33,blue-collar,single,secondary,no,0,no,no,18108
13705,47,blue-collar,married,primary,no,584,yes,yes,2217
13706,66,retired,married,secondary,no,3409,no,no,5315
13707,37,management,single,tertiary,no,1730,no,no,16394
13708,37,blue-collar,married,primary,no,1941,yes,no,21274
13709,38,admin.,single,secondary,yes,-61,no,yes,26121
13710,55,housemaid,married,primary,no,1563,yes,no,32990
13711,32,admin.,divorced,secondary,no,410,yes,no,20460
13712,43,management,divorced,tertiary,no,221,yes,no,684
13713,32,management,single,tertiary,no,1017,no,no,32125
13714,35,admin.,married,secondary,no,0,no,no,9202
13715,28,admin.,single,secondary,no,2831,yes,no,3665
13716,31,technician,married,secondary,no,2420,yes,no,5469
13717,71,retired,married,tertiary,no,4388,no,no,44735
13718,33,technician,single,secondary,no,402,yes,yes,40823
13719,29,blue-collar,married,primary,no,6,yes,no,37402
13720,26,services,single,secondary,no,162,yes,no,43777
13721,31,admin.,single,secondary,no,-449,yes,no,26526
13722,57,entrepreneur,married,secondary,no,666,no,no,23168
13723,31,technician,married,secondary,no,-556,yes,no,24885
13724,37,admin.,single,secondary,no,810,yes,no,32068
13725,67,retired,married,secondary,no,1146,no,no,30269
13726,37,admin.,single,secondary,no,1560,yes,no,30950
13727,60,admin.,married,unknown,no,4629,yes,no,38348
13728,45,admin.,married,secondary,no,1097,yes,yes,41197
13729,46,technician,divorced,secondary,no,-154,yes,no,41875
13730,39,technician,single,secondary,no,12,yes,no,28217
13731,52,technician,married,tertiary,no,2557,no,no,25646
13732,34,management,single,tertiary,no,-292,yes,no,13685
13733,33,technician,single,tertiary,no,989,yes,yes,42387
13734,30,blue-collar,single,secondary,no,799,no,no,18989
13735,62,retired,married,secondary,no,2801,yes,yes,45144
13736,41,unemployed,single,secondary,no,169,yes,no,16690
13737,44,blue-collar,married,primary,no,67,yes,no,35270
13738,42,self-employed,married,tertiary,no,-1781,yes,yes,21023
13739,26,blue-collar,single,secondary,no,7475,yes,no,16876
13740,46,admin.,married,secondary,no,1437,yes,no,13026
13741,40,management,single,tertiary,no,36,yes,no,35310
13742,51,management,single,tertiary,no,1348,yes,no,11249
13743,43,blue-collar,married,primary,no,0,yes,no,38464
13744,39,blue-collar,married,primary,no,1433,yes,no,7201
13745,36,management,married,tertiary,no,2609,yes,no,38325
13746,45,admin.,married,secondary,no,356,no,no,8170
13747,34,management,married,tertiary,no,8,no,no,16847
13748,19,student,single,secondary,no,88,no,no,4702
13749,32,management,married,tertiary,no,1208,no,no,35152
13750,37,management,single,secondary,no,1572,no,no,21970
13751,37,technician,married,secondary,no,1784,yes,no,22466
13752,35,management,single,unknown,no,2361,no,no,9942
13753,41,services,married,secondary,no,108,yes,yes,36411
13754,28,management,single,secondary,no,1633,no,no,28264
13755,26,student,single,secondary,no,620,no,no,7279
13756,37,blue-collar,married,primary,no,3370,yes,no,37777
13757,55,blue-collar,married,secondary,no,660,no,no,38847
13758,22,technician,single,secondary,no,356,yes,no,17952
13759,47,blue-collar,married,secondary,no,1303,no,no,7402
13760,56,management,married,tertiary,no,6475,no,no,24350
13761,46,management,married,tertiary,no,618,yes,no,13294
13762,60,housemaid,married,primary,no,921,no,no,23673
13763,57,self-employed,divorced,tertiary,no,6519,no,no,19182
13764,32,technician,single,tertiary,no,392,yes,no,40642
13765,24,blue-collar,single,secondary,no,0,yes,no,1207
13766,28,services,single,secondary,no,123,yes,no,4516
13767,39,housemaid,married,secondary,no,1444,no,no,17598
13768,31,entrepreneur,single,tertiary,no,627,no,no,25829
13769,41,entrepreneur,married,tertiary,no,121,yes,no,35431
13770,60,admin.,married,secondary,no,12980,no,no,24034
13771,54,blue-collar,married,secondary,no,734,no,yes,10977
13772,37,blue-collar,married,secondary,no,3269,yes,yes,35682
13773,42,blue-collar,married,secondary,no,414,yes,no,39683
13774,45,blue-collar,married,secondary,no,17,yes,no,22889
13775,30,unemployed,single,tertiary,no,1622,no,no,5974
13776,44,blue-collar,married,secondary,no,3224,yes,no,11319
13777,59,blue-collar,married,primary,no,0,no,no,12178
13778,48,management,married,secondary,yes,-998,yes,no,26286
13779,36,services,single,secondary,no,0,yes,no,724
13780,55,technician,divorced,secondary,no,217,yes,yes,5346
13781,69,retired,married,secondary,no,0,no,no,15127
13782,23,student,single,secondary,no,922,no,no,32005
13783,34,blue-collar,married,secondary,no,855,no,yes,16395
13784,29,blue-collar,married,secondary,no,1074,no,no,21866
13785,54,blue-collar,married,secondary,no,5210,yes,yes,8098
13786,44,technician,married,secondary,no,11016,no,no,31904
13787,42,unemployed,married,secondary,no,4544,no,no,11587
13788,59,retired,married,primary,no,0,no,no,24074
13789,58,admin.,married,secondary,no,3735,no,no,8146
13790,29,self-employed,married,tertiary,no,242,yes,no,19491
13791,44,management,married,tertiary,no,-61,no,no,33977
13792,26,student,single,unknown,no,19,no,no,40351
13793,27,technician,single,tertiary,no,501,no,yes,36727
13794,26,management,single,tertiary,no,1438,no,no,35186
13795,24,student,married,unknown,no,146,no,no,8906
13796,36,services,married,secondary,no,394,no,no,9493
13797,29,self-employed,single,tertiary,no,655,no,no,21110
13798,28,blue-collar,single,primary,no,0,yes,yes,24743
13799,32,technician,married,secondary,no,374,no,no,287
13800,34,management,married,tertiary,no,0,no,no,13515
13801,52,housemaid,married,secondary,no,234,no,no,23032
13802,55,blue-collar,married,secondary,yes,67,no,no,7821
13803,35,entrepreneur,married,secondary,no,24,yes,no,11840
13804,53,retired,married,primary,no,61,no,yes,44503
13805,32,admin.,married,tertiary,no,390,yes,yes,1931
13806,45,technician,single,tertiary,no,1591,no,no,38526
13807,35,admin.,married,secondary,no,-428,yes,yes,17906
13808,27,blue-collar,married,primary,no,300,no,yes,21471
13809,30,services,single,secondary,no,117,no,no,27177
13810,42,management,married,tertiary,no,1823,yes,no,12614
13811,59,retired,married,tertiary,no,6108,yes,no,37750
13812,45,unemployed,single,primary,no,8725,no,no,3624
13813,39,technician,married,tertiary,no,-276,no,yes,30287
13814,53,blue-collar,married,primary,no,1715,yes,yes,16138
13815,53,management,married,tertiary,no,32,no,yes,12863
13816,35,technician,single,secondary,no,16,yes,no,10812
13817,47,blue-collar,married,secondary,no,303,no,no,239
13818,54,management,married,tertiary,no,3020,no,no,11326
13819,46,self-employed,married,primary,no,2747,no,no,9769
13820,51,housemaid,married,unknown,no,2337,yes,no,32422
13821,38,management,married,tertiary,no,193,no,no,702
13822,42,management,married,tertiary,no,365,yes,no,34556
13823,39,admin.,married,unknown,no,378,no,no,38030
13824,37,unknown,single,tertiary,no,0,no,no,6647
13825,41,management,married,unknown,no,2457,yes,no,40830
13826,44,blue-collar,married,secondary,no,1311,yes,no,31712
13827,37,blue-collar,married,primary,no,2939,yes,no,19090
13828,51,unemployed,married,secondary,no,-267,no,yes,3737
13829,43,management,divorced,unknown,no,7702,no,no,4647
13830,50,blue-collar,married,primary,no,8000,yes,no,6579
13831,39,technician,married,secondary,no,462,no,no,6612
13832,26,student,single,tertiary,no,10086,no,no,35082
13833,28,blue-collar,single,secondary,no,387,yes,no,12593
13834,71,retired,divorced,tertiary,yes,1236,yes,no,36765
13835,50,services,single,secondary,no,1716,yes,no,5704
13836,52,management,married,secondary,no,4096,yes,no,14773
13837,35,management,married,tertiary,no,4038,yes,yes,3976
13838,42,technician,divorced,secondary,no,305,yes,no,25263
13839,36,management,single,tertiary,no,953,yes,no,11406
13840,54,blue-collar,married,primary,no,1033,no,no,19324
13841,46,management,married,secondary,no,36,yes,no,19956
13842,40,admin.,divorced,secondary,no,6,no,no,24599
13843,35,admin.,single,secondary,no,-32,no,yes,39496
13844,34,services,married,secondary,no,404,yes,no,1633
13845,38,management,single,tertiary,no,3141,no,no,2856
13846,31,management,divorced,tertiary,no,106,yes,no,36723
13847,31,blue-collar,married,secondary,no,536,yes,no,25012
13848,52,blue-collar,divorced,primary,no,1250,no,no,35506
13849,31,services,married,secondary,no,418,yes,yes,24755
13850,47,housemaid,married,secondary,no,1765,no,no,5804
13851,29,technician,married,tertiary,no,975,no,no,3276
13852,38,technician,married,secondary,no,5115,yes,no,23046
13853,46,management,married,tertiary,no,212,yes,no,20238
13854,53,management,married,secondary,no,66,no,yes,38455
13855,45,admin.,married,secondary,no,644,no,yes,17055
13856,59,management,single,tertiary,no,684,no,no,31383
13857,39,self-employed,single,tertiary,no,426,no,no,16680
13858,44,technician,divorced,secondary,no,26,no,no,21088
13859,30,management,single,tertiary,no,3779,no,no,6438
13860,43,admin.,married,secondary,no,214,yes,no,40627
13861,55,unknown,married,secondary,no,2206,no,no,44374
13862,29,student,single,tertiary,no,559,no,no,33540
13863,52,management,married,tertiary,no,2549,yes,no,1803
13864,41,entrepreneur,married,tertiary,no,5736,yes,yes,30164
13865,22,student,single,secondary,no,552,no,no,32980
13866,47,management,divorced,tertiary,no,0,yes,yes,3265
13867,45,unemployed,divorced,primary,no,757,no,no,23211
13868,40,management,married,tertiary,no,11,yes,no,13709
13869,27,management,single,tertiary,no,522,no,no,22648
13870,64,retired,divorced,primary,no,1840,no,no,31864
13871,34,management,married,tertiary,no,1267,yes,no,8116
13872,33,management,single,tertiary,no,923,yes,no,36836
13873,49,services,married,tertiary,no,306,yes,no,25564
13874,38,services,married,secondary,no,5000,no,no,28244
13875,31,blue-collar,single,primary,no,2369,yes,yes,18738
13876,47,services,married,secondary,no,1629,yes,no,5286
13877,35,admin.,single,tertiary,no,5007,yes,no,25868
13878,62,retired,married,secondary,no,1495,no,no,23849
13879,32,admin.,single,secondary,no,6981,yes,no,14274
13880,48,entrepreneur,single,tertiary,no,2313,no,no,12235
13881,25,technician,single,secondary,no,2704,yes,no,35645
13882,29,management,single,secondary,no,584,yes,no,37809
13883,30,blue-collar,married,primary,no,-327,yes,yes,35214
13884,30,technician,single,tertiary,no,0,yes,no,34035
13885,36,self-employed,married,primary,no,1094,yes,no,19841
13886,29,technician,single,tertiary,no,226,yes,no,7978
13887,33,technician,divorced,tertiary,no,839,yes,no,44861
13888,33,management,single,unknown,no,1534,yes,no,24457
13889,42,management,married,primary,no,860,yes,no,19149
13890,29,self-employed,single,secondary,no,1186,no,no,17582
13891,35,admin.,divorced,secondary,no,454,yes,no,44294
13892,58,management,married,tertiary,no,2183,yes,no,27489
13893,46,blue-collar,married,primary,no,85,yes,no,37163
13894,34,admin.,married,secondary,no,507,yes,no,314
13895,40,blue-collar,married,secondary,no,1245,yes,no,24318
13896,67,retired,divorced,secondary,no,704,no,no,42128
13897,44,management,married,tertiary,no,0,no,yes,14305
13898,58,retired,married,secondary,no,674,yes,no,9997
13899,29,admin.,single,secondary,no,464,no,no,4355
13900,52,services,married,secondary,no,2420,yes,no,33006
13901,30,services,married,secondary,no,-932,no,no,35684
13902,32,technician,married,secondary,no,485,no,no,2538
13903,42,technician,divorced,secondary,no,19,no,no,27984
13904,49,housemaid,married,primary,no,785,no,no,10169
13905,36,management,single,tertiary,no,832,yes,no,44553
13906,59,admin.,married,secondary,no,1089,no,no,9792
13907,47,blue-collar,single,primary,no,355,yes,no,24075
13908,38,self-employed,single,tertiary,no,605,no,no,33356
13909,42,management,married,tertiary,no,0,yes,no,30350
13910,37,admin.,single,secondary,no,31,yes,no,32186
13911,34,technician,single,secondary,no,440,yes,no,1173
13912,40,services,single,secondary,no,326,yes,no,39821
13913,32,services,married,secondary,no,914,no,no,7481
13914,52,blue-collar,divorced,primary,no,1758,yes,no,34299
13915,25,student,single,secondary,no,1765,yes,no,34047
13916,34,management,married,tertiary,no,0,yes,no,18155
13917,44,unemployed,single,primary,yes,-4,no,yes,2901
13918,58,management,married,tertiary,no,16264,no,no,38221
13919,34,management,single,tertiary,no,125,yes,yes,16350
13920,39,blue-collar,single,primary,no,1790,yes,no,11103
13921,24,management,married,secondary,no,2278,yes,no,9206
13922,41,blue-collar,married,primary,no,3803,yes,no,1024
13923,26,technician,single,secondary,yes,-454,no,yes,37719
13924,33,admin.,married,secondary,no,48,yes,no,36868
13925,36,blue-collar,married,primary,no,994,yes,no,4379
13926,28,admin.,single,secondary,no,762,no,no,22802
13927,48,management,married,unknown,no,54,yes,no,32901
13928,39,blue-collar,married,secondary,no,804,yes,no,2333
13929,27,admin.,single,secondary,no,691,yes,no,12046
13930,53,services,married,secondary,no,1378,yes,no,44922
13931,33,management,married,tertiary,no,1122,no,no,35010
13932,50,services,married,secondary,no,60,no,yes,14856
13933,51,admin.,single,secondary,no,3132,no,no,27444
13934,27,blue-collar,single,secondary,no,370,yes,no,9038
13935,41,blue-collar,divorced,secondary,no,388,no,no,20266
13936,44,admin.,married,secondary,no,1305,no,no,8721
13937,44,admin.,married,secondary,no,132,no,no,18278
13938,50,technician,married,unknown,no,680,no,no,3450
13939,34,self-employed,single,tertiary,no,693,yes,no,31193
13940,56,technician,married,secondary,no,205,no,yes,39819
13941,34,admin.,single,secondary,no,391,yes,no,17355
13942,34,unemployed,divorced,tertiary,no,182,yes,no,68
13943,40,technician,single,secondary,no,281,yes,no,8558
13944,39,technician,married,secondary,no,147,yes,no,29247
13945,30,blue-collar,single,secondary,no,148,no,no,21000
13946,23,blue-collar,single,secondary,no,1105,yes,no,23744
13947,35,management,single,tertiary,no,1379,no,no,38077
13948,53,technician,divorced,secondary,no,45,no,no,18856
13949,38,entrepreneur,divorced,secondary,no,1190,yes,no,6124
13950,33,technician,divorced,secondary,no,2,yes,no,25279
13951,30,technician,single,tertiary,no,0,no,no,11071
13952,47,blue-collar,married,secondary,no,-337,yes,yes,44121
13953,29,management,married,tertiary,no,246,yes,no,39215
13954,32,technician,single,tertiary,no,932,yes,no,31867
13955,43,management,divorced,tertiary,no,-166,yes,yes,39090
13956,40,services,married,secondary,no,5248,yes,yes,32337
13957,38,management,married,tertiary,no,-558,yes,no,7236
13958,32,services,married,tertiary,no,0,no,no,9210
13959,32,management,married,tertiary,no,937,no,no,12814
13960,50,blue-collar,married,secondary,no,2719,yes,no,20890
13961,39,blue-collar,single,primary,no,0,no,no,13356
13962,48,services,divorced,secondary,no,-276,yes,yes,20306
13963,42,technician,married,secondary,no,2152,no,no,19228
13964,30,blue-collar,single,secondary,no,79,no,no,42033
13965,29,technician,married,secondary,no,273,no,no,25171
13966,29,admin.,married,secondary,no,503,no,yes,16246
13967,35,management,single,tertiary,no,995,no,no,2126
13968,35,management,married,tertiary,no,0,no,no,5554
13969,36,services,married,secondary,no,24,yes,yes,33947
13970,43,admin.,married,secondary,no,672,yes,no,15831
13971,31,services,married,secondary,no,1801,yes,no,44611
13972,24,student,single,secondary,no,1234,no,no,25879
13973,45,blue-collar,married,primary,no,2217,yes,no,25928
13974,48,technician,married,primary,no,4656,no,no,15619
13975,33,admin.,married,secondary,no,2711,no,no,28544
13976,49,retired,married,unknown,no,247,no,no,37745
13977,32,services,single,secondary,no,-408,yes,no,22897
13978,36,management,married,tertiary,no,203,no,no,36714
13979,28,management,married,tertiary,no,3844,yes,no,26704
13980,26,blue-collar,married,secondary,no,352,yes,no,22008
13981,32,student,single,tertiary,no,1138,no,no,21966
13982,39,management,married,tertiary,no,271,yes,no,25979
13983,50,entrepreneur,married,tertiary,no,861,no,no,6200
13984,31,management,married,tertiary,no,804,no,no,12535
13985,59,retired,married,unknown,no,1491,no,no,30005
13986,57,blue-collar,married,secondary,no,-898,yes,yes,665
13987,38,blue-collar,married,secondary,no,757,yes,no,16282
13988,40,technician,married,secondary,no,770,yes,no,16187
13989,33,services,single,secondary,no,3269,no,yes,39158
13990,36,blue-collar,married,secondary,no,866,yes,no,30635
13991,44,admin.,divorced,secondary,no,0,no,no,13641
13992,37,management,married,tertiary,no,1949,yes,no,22227
13993,47,blue-collar,married,primary,no,-100,yes,no,32387
13994,39,management,married,tertiary,no,378,yes,yes,37925
13995,35,blue-collar,married,secondary,no,-518,yes,no,43272
13996,52,blue-collar,married,secondary,no,3165,no,no,37866
13997,29,student,single,secondary,no,1779,no,no,17031
13998,30,blue-collar,married,secondary,no,0,yes,yes,33599
13999,33,blue-collar,married,primary,no,142,yes,no,26766
14000,47,blue-collar,married,primary,no,206,yes,no,36894
14001,23,services,single,secondary,no,279,yes,no,5800
14002,59,unemployed,married,secondary,no,1226,no,no,33622
14003,31,student,single,secondary,no,430,no,no,27600
14004,45,management,married,tertiary,no,0,no,no,27934
14005,31,technician,married,unknown,no,14533,no,no,21928
14006,33,management,single,tertiary,no,-2,no,yes,39685
14007,59,blue-collar,married,primary,no,229,yes,yes,6555
14008,46,entrepreneur,married,secondary,no,145,yes,no,7682
14009,47,blue-collar,married,primary,yes,-1385,yes,yes,41639
14010,36,blue-collar,married,primary,no,1580,yes,no,40519
14011,28,blue-collar,married,secondary,no,217,yes,no,14534
14012,42,admin.,divorced,secondary,no,241,yes,no,14215
14013,50,technician,married,tertiary,no,3337,yes,yes,4226
14014,32,management,single,tertiary,no,354,no,no,19151
14015,58,self-employed,married,secondary,no,372,no,no,6607
14016,31,blue-collar,married,secondary,no,435,yes,no,6083
14017,46,management,married,tertiary,no,946,yes,no,8162
14018,33,management,married,tertiary,no,594,yes,yes,8150
14019,33,technician,divorced,secondary,no,295,no,no,41693
14020,27,blue-collar,single,secondary,no,228,yes,yes,38762
14021,56,management,married,tertiary,no,935,yes,no,6753
14022,36,blue-collar,single,secondary,no,3623,no,no,43126
14023,58,unknown,married,unknown,no,219,no,no,40140
14024,26,admin.,single,secondary,no,1099,no,no,4149
14025,32,technician,single,secondary,no,1210,yes,yes,36126
14026,40,entrepreneur,married,secondary,no,0,no,yes,28153
14027,31,unknown,married,secondary,no,3,no,no,43459
14028,38,management,married,unknown,no,1257,no,no,26763
14029,34,admin.,single,secondary,no,1254,no,no,32770
14030,19,student,single,secondary,no,329,no,no,34384
14031,50,management,single,tertiary,no,1300,yes,no,24675
14032,42,management,married,secondary,no,283,yes,no,14363
14033,36,blue-collar,single,secondary,no,690,yes,no,30533
14034,37,management,married,tertiary,no,3236,no,no,30528
14035,26,technician,single,secondary,no,33,no,no,24786
14036,44,admin.,married,secondary,no,598,no,no,33575
14037,39,blue-collar,married,primary,no,259,yes,no,24894
14038,53,management,married,tertiary,no,2578,no,no,1853
14039,30,management,single,tertiary,no,2900,no,no,6355
14040,35,management,married,secondary,no,4135,yes,no,25157
14041,50,management,married,tertiary,no,6739,yes,no,10684
14042,29,blue-collar,married,secondary,no,658,yes,no,40397
14043,50,management,divorced,tertiary,no,405,no,no,23599
14044,47,admin.,married,secondary,no,26,no,yes,15909
14045,55,services,married,primary,no,-747,yes,no,18369
14046,34,blue-collar,married,primary,no,373,yes,no,5090
14047,33,blue-collar,married,secondary,no,0,yes,no,30621
14048,45,blue-collar,single,primary,no,2121,no,no,43955
14049,44,services,married,secondary,no,5781,yes,yes,41880
14050,40,unemployed,married,secondary,no,1872,no,no,9273
14051,45,blue-collar,married,primary,no,305,yes,no,41109
14052,53,housemaid,married,primary,no,0,no,no,14358
14053,27,unemployed,single,tertiary,no,127,no,no,15192
14054,34,technician,single,tertiary,no,23919,no,no,19774
14055,49,management,married,tertiary,no,53,no,no,25804
14056,59,retired,married,secondary,no,8107,no,no,42529
14057,28,technician,single,tertiary,no,0,yes,no,16671
14058,37,blue-collar,married,primary,no,949,yes,no,14157
14059,37,entrepreneur,single,tertiary,no,108,no,no,17070
14060,45,technician,married,secondary,no,1028,yes,no,9588
