contact_id,contact,day,month,year,duration,campaign
13370,cellular,5,may,2009,295,1
13371,cellular,17,jul,2009,201,1
13372,cellular,5,may,2010,138,1
13373,cellular,16,jul,2010,586,1
13374,cellular,4,aug,2009,20,4
13375,cellular,11,may,2008,294,2
13376,cellular,19,aug,2010,276,2
13377,cellular,14,aug,2009,236,2
13378,unknown,9,jun,2010,136,4
13379,cellular,24,jul,2009,203,1
13380,cellular,26,may,2009,169,2
13381,cellular,30,jul,2010,145,5
13382,unknown,20,may,2010,261,1
13383,cellular,20,nov,2009,520,2
13384,telephone,23,jul,2010,184,1
13385,cellular,29,aug,2010,163,6
13386,unknown,16,jun,2009,420,4
13387,unknown,30,may,2009,206,3
13388,cellular,13,aug,2010,349,1
13389,cellular,15,sep,2009,150,1
13390,telephone,9,jul,2010,106,1
13391,unknown,23,may,2009,28,3
13392,unknown,11,jun,2010,116,1
13393,cellular,26,feb,2010,141,2
13394,telephone,19,nov,2009,202,2
13395,cellular,10,jul,2009,144,1
13396,cellular,5,feb,2009,98,1
13397,cellular,13,oct,2008,75,2
13398,unknown,17,jun,2009,527,1
13399,telephone,24,jul,2009,212,4
13400,telephone,18,nov,2008,46,4
13401,cellular,21,nov,2009,79,4
13402,cellular,30,jul,2009,61,5
13403,unknown,20,may,2010,171,1
13404,cellular,6,feb,2010,69,3
13405,cellular,8,jul,2010,340,1
13406,cellular,10,jul,2009,497,1
13407,unknown,12,may,2009,29,8
13408,cellular,15,jul,2010,280,5
13409,cellular,23,jul,2009,368,1
13410,unknown,6,jun,2010,63,2
13411,cellular,19,nov,2010,325,2
13412,cellular,29,jan,2009,147,1
13413,unknown,29,may,2010,93,1
13414,cellular,19,nov,2009,380,2
13415,cellular,20,aug,2009,687,2
13416,unknown,22,oct,2009,676,1
13417,unknown,12,may,2010,306,2
13418,cellular,14,may,2009,246,1
13419,unknown,28,may,2010,180,2
13420,unknown,8,may,2010,263,2
13421,cellular,19,nov,2009,169,1
13422,unknown,9,may,2010,128,1
13423,cellular,12,may,2009,7,5
13424,unknown,15,may,2009,7,1
13425,cellular,15,may,2009,153,1
13426,cellular,30,mar,2010,238,4
13427,unknown,18,jun,2010,135,3
13428,unknown,19,jun,2010,9,28
13429,cellular,3,jun,2009,592,4
13430,unknown,19,may,2009,131,6
13431,cellular,6,may,2008,129,3
13432,cellular,22,jul,2009,107,2
13433,cellular,28,aug,2009,80,2
13434,cellular,12,aug,2008,357,1
13435,telephone,30,jul,2008,215,3
13436,cellular,18,may,2010,20,6
13437,cellular,24,jul,2009,186,2
13438,cellular,30,jul,2009,352,1
13439,unknown,3,jul,2009,172,10
13440,cellular,14,jul,2010,788,2
13441,unknown,23,may,2009,159,5
13442,cellular,20,apr,2008,45,5
13443,cellular,5,feb,2010,76,3
13444,cellular,5,feb,2009,41,1
13445,unknown,26,may,2010,228,1
13446,unknown,5,may,2010,517,1
13447,cellular,8,may,2009,203,2
13448,cellular,7,may,2009,722,2
13449,unknown,20,jun,2009,126,5
13450,unknown,9,may,2009,211,2
13451,cellular,2,feb,2009,415,1
13452,unknown,9,jun,2009,154,10
13453,cellular,21,aug,2009,534,3
13454,cellular,2,mar,2008,54,1
13455,unknown,8,may,2010,89,4
13456,cellular,16,apr,2010,583,1
13457,unknown,29,may,2009,177,2
13458,unknown,21,may,2010,114,2
13459,cellular,31,jul,2010,69,3
13460,cellular,28,jul,2010,143,10
13461,cellular,31,jul,2010,727,4
13462,cellular,21,aug,2009,374,1
13463,unknown,27,may,2010,955,1
13464,cellular,18,jul,2008,95,8
13465,unknown,14,may,2009,160,2
13466,unknown,3,jun,2009,250,1
13467,cellular,21,aug,2009,104,2
13468,cellular,4,feb,2009,207,3
13469,unknown,5,jun,2009,202,1
13470,cellular,3,nov,2009,181,4
13471,cellular,7,apr,2009,194,2
13472,cellular,8,jul,2009,214,4
13473,unknown,27,may,2010,101,3
13474,cellular,7,may,2009,245,5
13475,unknown,16,jun,2009,101,6
13476,cellular,16,aug,2010,318,2
13477,cellular,16,jul,2008,124,1
13478,cellular,12,aug,2010,64,9
13479,cellular,31,jul,2009,245,5
13480,cellular,7,jul,2010,87,2
13481,cellular,8,jul,2009,819,3
13482,cellular,19,feb,2010,204,4
13483,cellular,20,aug,2009,154,2
13484,cellular,6,may,2009,114,1
13485,cellular,19,aug,2009,634,1
13486,cellular,18,nov,2009,164,2
13487,cellular,22,aug,2009,360,2
13488,cellular,7,may,2010,109,2
13489,unknown,28,may,2009,478,2
13490,telephone,22,aug,2009,9,3
13491,cellular,21,nov,2010,59,3
13492,unknown,27,may,2009,305,1
13493,cellular,21,aug,2008,289,2
13494,cellular,18,may,2010,477,3
13495,cellular,15,apr,2009,264,2
13496,unknown,14,may,2009,367,3
13497,unknown,20,may,2009,216,2
13498,unknown,6,may,2008,147,2
13499,cellular,20,apr,2009,416,2
13500,unknown,26,may,2009,695,4
13501,cellular,15,may,2009,140,9
13502,cellular,11,aug,2009,92,3
13503,cellular,17,nov,2009,227,2
13504,cellular,6,may,2009,293,1
13505,cellular,21,aug,2010,246,4
13506,cellular,12,jun,2010,139,5
13507,cellular,18,nov,2009,365,1
13508,cellular,18,may,2009,222,1
13509,cellular,22,mar,2008,344,1
13510,cellular,12,aug,2010,246,2
13511,unknown,2,jun,2009,29,32
13512,cellular,5,feb,2010,686,2
13513,cellular,24,jul,2009,149,2
13514,unknown,19,may,2009,351,1
13515,cellular,3,jul,2009,122,1
13516,cellular,2,feb,2009,139,3
13517,telephone,2,feb,2009,39,1
13518,cellular,6,may,2009,153,1
13519,telephone,29,jan,2009,403,2
13520,unknown,19,jun,2009,399,1
13521,cellular,21,nov,2009,48,4
13522,cellular,20,aug,2009,703,2
13523,cellular,16,apr,2010,327,1
13524,cellular,17,apr,2010,68,3
13525,unknown,28,may,2010,176,2
13526,cellular,6,jul,2010,316,4
13527,cellular,29,jan,2008,244,3
13528,unknown,19,may,2009,480,1
13529,cellular,9,sep,2008,223,2
13530,cellular,5,may,2010,160,1
13531,unknown,18,jun,2010,161,1
13532,telephone,4,may,2009,159,10
13533,unknown,3,jul,2009,202,1
13534,unknown,13,may,2009,210,1
13535,cellular,4,feb,2009,56,1
13536,cellular,18,nov,2010,307,1
13537,cellular,22,jul,2010,174,2
13538,cellular,5,mar,2009,63,2
13539,cellular,6,nov,2010,150,1
13540,cellular,10,jul,2010,128,6
13541,unknown,30,may,2010,120,6
13542,cellular,9,feb,2009,105,4
13543,cellular,14,jul,2010,126,3
13544,cellular,5,aug,2009,163,1
13545,cellular,22,aug,2009,239,4
13546,unknown,29,may,2010,306,1
13547,unknown,19,jun,2010,120,1
13548,cellular,2,feb,2009,261,1
13549,cellular,13,aug,2009,161,4
13550,cellular,25,jul,2009,43,7
13551,cellular,2,apr,2009,82,6
13552,cellular,4,feb,2009,147,1
13553,cellular,29,jan,2009,129,1
13554,unknown,7,may,2009,216,2
13555,unknown,20,jun,2008,10,3
13556,cellular,29,aug,2010,15,14
13557,cellular,6,jul,2010,117,4
13558,unknown,29,may,2009,57,2
13559,telephone,25,oct,2009,119,1
13560,cellular,3,feb,2009,47,2
13561,cellular,19,aug,2009,91,2
13562,cellular,18,nov,2010,854,1
13563,cellular,28,aug,2010,118,8
13564,cellular,20,aug,2009,97,3
13565,cellular,30,jul,2009,69,4
13566,unknown,23,may,2008,426,9
13567,unknown,19,jun,2009,149,3
13568,cellular,30,apr,2010,618,2
13569,unknown,8,may,2010,185,2
13570,unknown,7,may,2010,229,2
13571,unknown,8,may,2008,224,2
13572,cellular,25,aug,2009,57,3
13573,cellular,20,nov,2010,143,6
13574,cellular,19,nov,2009,299,1
13575,unknown,15,may,2009,125,4
13576,cellular,28,jul,2009,117,3
13577,cellular,7,aug,2010,255,1
13578,cellular,29,jul,2009,271,2
13579,unknown,16,may,2009,215,3
13580,unknown,8,may,2009,110,2
13581,cellular,25,aug,2009,56,5
13582,unknown,15,may,2010,34,1
13583,unknown,20,jun,2009,29,3
13584,cellular,28,aug,2009,16,13
13585,telephone,8,jul,2009,154,1
13586,cellular,5,jun,2009,1543,1
13587,telephone,31,jul,2009,16,4
13588,unknown,5,may,2009,286,2
13589,unknown,3,jul,2009,206,1
13590,unknown,6,jun,2010,527,2
13591,cellular,9,apr,2010,226,1
13592,cellular,22,aug,2010,1258,2
13593,cellular,21,apr,2008,654,2
13594,unknown,19,may,2009,71,1
13595,cellular,6,feb,2009,179,1
13596,cellular,6,aug,2010,898,2
13597,cellular,20,nov,2010,88,2
13598,unknown,23,may,2009,121,2
13599,cellular,4,feb,2009,224,1
13600,unknown,11,jun,2010,47,3
13601,cellular,15,jul,2010,812,3
13602,unknown,6,jun,2009,17,4
13603,cellular,18,nov,2009,1268,2
13604,unknown,19,may,2009,310,2
13605,cellular,11,jul,2010,139,2
13606,cellular,12,aug,2008,193,4
13607,unknown,27,may,2009,346,3
13608,cellular,11,may,2010,106,1
13609,cellular,15,may,2009,406,4
13610,cellular,6,aug,2010,174,4
13611,unknown,9,jun,2009,233,2
13612,cellular,6,aug,2009,123,2
13613,cellular,29,jan,2010,801,1
13614,telephone,29,jul,2010,104,2
13615,unknown,20,jun,2009,287,9
13616,unknown,9,may,2008,93,1
13617,cellular,7,may,2008,162,1
13618,cellular,18,may,2008,365,2
13619,cellular,15,oct,2010,73,1
13620,unknown,23,may,2010,245,4
13621,cellular,4,feb,2008,604,1
13622,cellular,12,aug,2008,121,1
13623,unknown,12,may,2010,181,4
13624,cellular,12,mar,2009,212,1
13625,telephone,8,oct,2009,153,1
13626,unknown,16,may,2009,345,1
13627,cellular,30,jan,2009,436,1
13628,cellular,21,nov,2009,306,1
13629,cellular,7,oct,2010,271,2
13630,unknown,27,may,2009,237,1
13631,cellular,14,jun,2009,661,1
13632,cellular,21,jul,2009,121,2
13633,telephone,26,may,2008,122,2
13634,cellular,5,may,2009,303,1
13635,cellular,20,apr,2009,8,3
13636,cellular,12,may,2009,106,3
13637,unknown,5,may,2010,105,2
13638,unknown,21,may,2009,450,1
13639,cellular,11,sep,2009,285,1
13640,unknown,5,jun,2009,290,1
13641,cellular,17,nov,2009,57,1
13642,cellular,22,sep,2010,173,1
13643,cellular,9,sep,2010,263,1
13644,cellular,24,jul,2010,386,2
13645,cellular,20,aug,2010,46,5
13646,cellular,17,nov,2009,63,1
13647,cellular,8,may,2009,9,2
13648,unknown,20,may,2010,340,3
13649,cellular,31,jul,2009,244,2
13650,telephone,30,apr,2010,37,2
13651,cellular,18,jul,2008,142,1
13652,cellular,5,feb,2009,1118,1
13653,cellular,19,nov,2009,249,1
13654,unknown,14,may,2009,138,2
13655,unknown,16,jun,2010,267,3
13656,cellular,29,jan,2010,89,1
13657,cellular,9,jul,2010,126,1
13658,cellular,17,apr,2010,145,2
13659,cellular,3,feb,2009,360,1
13660,cellular,13,aug,2009,458,2
13661,cellular,30,jun,2009,103,1
13662,cellular,9,nov,2009,371,2
13663,cellular,4,aug,2010,148,1
13664,cellular,18,nov,2010,202,2
13665,cellular,20,nov,2010,1035,1
13666,cellular,29,jan,2010,42,1
13667,cellular,31,jul,2009,43,2
13668,unknown,15,may,2010,68,2
13669,cellular,8,jul,2010,183,5
13670,unknown,13,may,2010,609,2
13671,unknown,2,jun,2009,130,2
13672,unknown,20,jun,2010,24,7
13673,cellular,20,apr,2010,16,3
13674,cellular,7,sep,2010,201,1
13675,cellular,30,jul,2009,72,4
13676,cellular,26,aug,2009,125,2
13677,telephone,12,feb,2008,89,1
13678,unknown,20,jun,2009,172,2
13679,cellular,27,apr,2009,121,8
13680,cellular,26,aug,2009,179,8
13681,cellular,18,may,2010,11,5
13682,cellular,21,dec,2010,193,8
13683,cellular,2,feb,2009,79,2
13684,cellular,14,apr,2009,189,2
13685,cellular,11,aug,2009,111,2
13686,cellular,8,may,2009,69,1
13687,unknown,12,may,2009,793,5
13688,cellular,12,may,2010,25,1
13689,cellular,13,may,2009,77,4
13690,cellular,2,jul,2009,503,2
13691,cellular,14,jul,2009,97,2
13692,cellular,20,nov,2009,215,2
13693,unknown,6,may,2009,243,1
13694,cellular,3,feb,2008,197,1
13695,cellular,5,may,2009,133,1
13696,cellular,29,jan,2010,161,2
13697,unknown,16,may,2009,152,2
13698,cellular,22,sep,2010,159,1
13699,cellular,18,may,2009,317,3
13700,cellular,9,jul,2010,180,1
13701,cellular,20,nov,2009,179,1
13702,unknown,27,may,2010,64,1
13703,cellular,29,jul,2008,113,8
13704,cellular,18,jul,2009,34,3
13705,cellular,22,may,2009,431,1
13706,cellular,24,jul,2009,408,1
13707,unknown,7,may,2010,68,1
13708,cellular,9,feb,2010,33,2
13709,cellular,18,nov,2010,65,2
13710,unknown,12,jun,2009,558,1
13711,unknown,28,may,2009,507,2
13712,unknown,27,may,2009,377,1
13713,cellular,7,aug,2009,139,4
13714,cellular,3,nov,2008,88,2
13715,cellular,5,may,2010,108,1
13716,telephone,8,jul,2009,379,3
13717,cellular,18,may,2010,214,2
13718,cellular,5,may,2009,235,2
13719,unknown,15,may,2009,78,1
13720,cellular,17,nov,2010,200,1
13721,cellular,12,jan,2009,106,1
13722,cellular,7,aug,2008,142,2
13723,cellular,28,jan,2009,167,1
13724,cellular,17,nov,2010,58,1
13725,cellular,7,sep,2010,537,2
13726,unknown,4,jun,2009,104,2
13727,cellular,24,jul,2009,430,4
13728,cellular,9,jul,2010,124,2
13729,cellular,22,jul,2009,159,3
13730,cellular,18,may,2009,11,10
13731,cellular,9,feb,2009,168,2
13732,unknown,29,may,2008,440,2
13733,unknown,13,may,2009,326,4
13734,unknown,6,may,2009,170,3
13735,unknown,8,may,2009,75,1
13736,cellular,27,aug,2009,672,6
13737,cellular,12,may,2008,178,3
13738,cellular,5,feb,2009,272,1
13739,cellular,26,oct,2010,322,1
13740,cellular,12,aug,2010,100,1
13741,cellular,25,jan,2009,639,1
13742,unknown,15,may,2010,100,4
13743,telephone,10,jul,2009,180,3
13744,unknown,16,may,2010,80,2
13745,cellular,8,aug,2009,229,4
13746,unknown,5,may,2009,67,1
13747,cellular,24,jul,2008,92,2
13748,cellular,21,aug,2009,238,2
13749,cellular,14,aug,2010,180,1
13750,unknown,20,jun,2010,27,3
13751,cellular,11,aug,2009,526,1
13752,unknown,27,may,2009,755,1
13753,unknown,5,jun,2008,869,2
13754,unknown,29,may,2009,68,1
13755,cellular,21,nov,2008,402,4
13756,cellular,7,oct,2009,323,1
13757,cellular,21,nov,2008,159,2
13758,cellular,4,may,2009,200,1
13759,cellular,21,jul,2010,419,2
13760,cellular,25,jul,2010,184,1
13761,cellular,8,may,2010,606,3
13762,unknown,17,jun,2009,285,1
13763,cellular,7,aug,2009,130,1
13764,cellular,3,feb,2009,426,3
13765,telephone,17,apr,2009,198,1
13766,cellular,9,jun,2010,150,1
13767,cellular,23,jul,2009,213,1
13768,cellular,20,nov,2009,224,1
13769,unknown,6,may,2009,235,1
13770,cellular,29,aug,2009,135,2
13771,cellular,25,jul,2008,52,3
13772,cellular,28,aug,2009,155,2
13773,cellular,5,feb,2010,208,1
13774,unknown,19,jun,2010,129,2
13775,cellular,2,feb,2009,84,1
13776,cellular,3,apr,2008,121,2
13777,telephone,28,jan,2009,157,3
13778,cellular,4,may,2010,257,2
13779,cellular,11,may,2009,79,3
13780,cellular,16,jul,2010,191,1
13781,unknown,2,jun,2009,364,13
13782,cellular,6,aug,2009,388,8
13783,cellular,18,nov,2009,199,1
13784,unknown,28,may,2010,126,4
13785,cellular,10,jul,2008,111,1
13786,unknown,6,may,2010,318,1
13787,cellular,7,aug,2010,201,2
13788,unknown,6,may,2009,184,2
13789,cellular,22,jun,2009,457,3
13790,telephone,9,feb,2010,7,6
13791,unknown,23,may,2009,354,4
13792,unknown,16,may,2009,703,4
13793,unknown,19,may,2010,134,3
13794,cellular,27,aug,2009,651,2
13795,cellular,29,jan,2009,228,2
13796,cellular,5,aug,2010,250,3
13797,cellular,20,nov,2009,89,1
13798,cellular,28,aug,2009,19,19
13799,cellular,15,jul,2010,106,3
13800,unknown,19,jun,2010,55,1
13801,unknown,6,may,2010,120,1
13802,cellular,16,apr,2009,648,1
13803,cellular,4,feb,2008,334,1
13804,unknown,12,jun,2008,281,1
13805,cellular,11,may,2009,327,1
13806,cellular,20,apr,2009,19,7
13807,cellular,30,apr,2009,208,1
13808,cellular,15,jun,2009,439,1
13809,unknown,16,jun,2010,394,2
13810,cellular,16,apr,2010,332,2
13811,unknown,9,may,2010,143,3
13812,unknown,7,may,2010,214,2
13813,telephone,26,may,2009,283,2
13814,cellular,31,jul,2009,130,3
13815,cellular,13,sep,2009,303,2
13816,cellular,22,jul,2010,58,1
13817,cellular,28,jan,2009,242,1
13818,cellular,20,nov,2009,266,3
13819,cellular,20,nov,2009,382,2
13820,cellular,26,may,2009,94,2
13821,cellular,5,aug,2008,77,1
13822,cellular,25,jul,2009,730,1
13823,cellular,25,aug,2010,36,3
13824,cellular,22,may,2010,150,1
13825,cellular,22,aug,2009,120,8
13826,cellular,22,aug,2009,259,2
13827,cellular,7,may,2010,633,1
13828,unknown,16,jun,2009,1089,1
13829,cellular,29,jul,2009,117,3
13830,cellular,19,aug,2008,285,1
13831,cellular,21,nov,2010,36,2
13832,cellular,30,jan,2009,208,2
13833,cellular,10,jul,2009,149,1
13834,cellular,14,may,2009,241,2
13835,cellular,24,apr,2009,173,2
13836,cellular,20,apr,2010,112,1
13837,cellular,22,aug,2009,257,2
13838,cellular,10,nov,2009,133,3
13839,unknown,8,may,2008,230,4
13840,cellular,18,aug,2009,314,4
13841,telephone,17,jul,2009,209,2
13842,cellular,19,nov,2010,206,2
13843,cellular,14,apr,2009,72,1
13844,cellular,25,jul,2010,77,1
13845,cellular,9,feb,2010,16,9
13846,unknown,3,jun,2010,281,7
13847,cellular,13,aug,2009,69,2
13848,unknown,9,may,2009,200,3
13849,unknown,17,jun,2008,153,4
13850,unknown,20,jun,2009,237,3
13851,unknown,18,jun,2009,373,4
13852,unknown,18,jun,2010,142,20
13853,cellular,25,may,2009,112,1
13854,cellular,19,nov,2009,251,1
13855,unknown,9,may,2010,231,2
13856,unknown,8,may,2010,211,3
13857,cellular,12,aug,2009,222,3
13858,cellular,30,apr,2010,554,1
13859,cellular,16,apr,2010,244,1
13860,unknown,7,may,2010,299,2
13861,cellular,13,aug,2009,157,6
13862,cellular,11,sep,2009,96,2
13863,cellular,25,jul,2009,218,1
13864,unknown,12,jun,2008,312,2
13865,unknown,17,nov,2008,204,2
13866,unknown,4,jul,2008,121,1
13867,cellular,7,may,2010,174,1
13868,telephone,5,feb,2009,126,3
13869,unknown,20,jun,2009,43,2
13870,unknown,14,may,2008,75,1
13871,cellular,21,nov,2009,521,3
13872,cellular,3,nov,2008,537,1
13873,cellular,19,nov,2009,134,1
13874,cellular,29,jan,2009,34,1
13875,cellular,28,jan,2009,161,1
13876,cellular,28,jan,2010,90,1
13877,cellular,9,aug,2009,145,3
13878,cellular,9,apr,2009,435,2
13879,cellular,4,jun,2009,578,2
13880,cellular,30,jan,2010,379,1
13881,cellular,29,jan,2008,213,4
13882,cellular,14,jul,2009,102,2
13883,cellular,2,feb,2009,165,1
13884,cellular,14,aug,2009,636,2
13885,unknown,27,may,2010,292,7
13886,cellular,21,jul,2010,455,2
13887,cellular,30,jul,2010,88,3
13888,cellular,12,nov,2009,702,1
13889,cellular,7,aug,2008,163,5
13890,unknown,29,may,2008,208,1
13891,cellular,30,jul,2009,89,3
13892,cellular,24,mar,2009,132,1
13893,cellular,11,jul,2010,104,1
13894,unknown,13,may,2009,647,7
13895,cellular,31,jul,2010,744,8
13896,cellular,15,feb,2009,92,2
13897,cellular,8,apr,2009,462,2
13898,cellular,12,oct,2009,251,3
13899,unknown,20,may,2009,239,2
13900,cellular,8,apr,2009,179,2
13901,cellular,20,nov,2008,140,1
13902,cellular,24,jul,2008,1820,4
13903,cellular,4,may,2010,275,3
13904,cellular,21,nov,2010,344,1
13905,cellular,17,jul,2010,1584,2
13906,cellular,4,feb,2009,20,5
13907,cellular,10,jul,2009,358,1
13908,unknown,30,may,2009,855,2
13909,cellular,18,nov,2010,138,1
13910,cellular,7,may,2010,155,1
13911,cellular,26,aug,2010,181,2
13912,cellular,8,jul,2010,171,2
13913,cellular,21,nov,2010,151,1
13914,cellular,16,apr,2010,867,1
13915,cellular,30,jun,2009,319,2
13916,unknown,8,may,2009,149,1
13917,unknown,1,jul,2009,117,1
13918,unknown,18,jun,2009,262,9
13919,unknown,8,may,2009,93,2
13920,cellular,26,may,2009,289,1
13921,cellular,18,may,2008,157,7
13922,unknown,9,jun,2009,183,2
13923,cellular,21,aug,2009,90,8
13924,cellular,7,sep,2009,394,1
13925,telephone,5,feb,2009,39,1
13926,cellular,21,oct,2009,256,2
13927,unknown,18,jun,2009,89,1
13928,cellular,12,aug,2008,138,2
13929,cellular,20,nov,2008,290,1
13930,cellular,17,nov,2009,141,1
13931,cellular,3,apr,2010,134,1
13932,cellular,12,aug,2009,226,4
13933,telephone,6,may,2010,111,1
13934,cellular,14,may,2008,532,1
13935,cellular,6,apr,2009,590,2
13936,telephone,12,may,2009,125,4
13937,unknown,11,jun,2010,196,2
13938,cellular,13,may,2010,82,2
13939,cellular,12,aug,2009,234,4
13940,unknown,14,sep,2009,6,1
13941,unknown,6,jun,2008,31,8
13942,unknown,29,may,2010,609,1
13943,unknown,5,may,2010,140,1
13944,cellular,13,aug,2009,287,3
13945,unknown,28,may,2009,67,2
13946,cellular,13,aug,2009,990,1
13947,cellular,25,aug,2009,734,4
13948,cellular,5,jun,2009,604,1
13949,cellular,28,oct,2008,207,1
13950,cellular,5,feb,2009,237,1
13951,cellular,26,oct,2010,67,1
13952,unknown,9,may,2010,255,2
13953,telephone,19,nov,2009,123,1
13954,cellular,26,aug,2009,274,2
13955,cellular,17,nov,2009,58,1
13956,cellular,18,nov,2008,157,2
13957,cellular,20,apr,2009,81,4
13958,unknown,27,may,2010,147,1
13959,unknown,7,may,2009,128,1
13960,unknown,4,jun,2009,633,1
13961,telephone,12,may,2009,360,2
13962,cellular,13,may,2009,205,1
13963,unknown,14,may,2009,77,2
13964,unknown,29,may,2010,1109,3
13965,cellular,4,jul,2010,407,1
13966,cellular,22,jul,2009,1545,1
13967,cellular,8,may,2009,398,2
13968,cellular,7,may,2008,270,2
13969,unknown,6,jun,2009,151,6
13970,cellular,20,aug,2009,132,2
13971,unknown,28,may,2009,198,2
13972,cellular,15,jul,2010,673,2
13973,telephone,23,jul,2010,103,5
13974,cellular,18,may,2009,179,1
13975,unknown,23,may,2010,213,4
13976,cellular,18,may,2009,113,1
13977,cellular,8,may,2010,317,2
13978,cellular,9,apr,2009,275,2
13979,cellular,8,aug,2009,88,5
13980,cellular,9,jul,2008,378,1
13981,cellular,20,nov,2010,277,1
13982,cellular,7,may,2009,473,2
13983,cellular,26,oct,2009,127,2
13984,cellular,15,may,2009,64,6
13985,cellular,28,jul,2009,54,3
13986,cellular,4,sep,2008,369,1
13987,unknown,29,may,2009,286,3
13988,unknown,7,may,2010,234,4
13989,telephone,11,may,2010,243,1
13990,cellular,15,may,2009,169,2
13991,cellular,18,may,2008,180,1
13992,cellular,20,aug,2009,196,2
13993,unknown,6,jun,2009,143,1
13994,unknown,27,may,2008,375,1
13995,unknown,26,feb,2010,36,1
13996,cellular,31,jul,2008,420,9
13997,cellular,15,jun,2009,155,1
13998,unknown,14,may,2010,71,1
13999,cellular,25,nov,2010,295,1
14000,cellular,19,aug,2010,80,6
14001,cellular,13,may,2009,134,1
14002,cellular,19,nov,2010,144,1
14003,unknown,15,may,2009,133,1
14004,unknown,27,may,2010,241,2
14005,cellular,15,may,2009,411,1
14006,cellular,11,may,2009,134,2
14007,unknown,27,may,2010,188,1
14008,cellular,20,aug,2009,135,11
14009,unknown,30,may,2010,324,1
14010,cellular,15,may,2009,74,2
14011,unknown,14,may,2008,313,4
14012,cellular,5,feb,2010,217,1
14013,cellular,25,aug,2009,378,3
14014,unknown,26,may,2008,103,1
14015,cellular,3,feb,2010,142,2
14016,cellular,28,jul,2010,128,4
14017,cellular,12,may,2010,99,1
14018,cellular,19,nov,2010,101,1
14019,cellular,12,may,2010,53,9
14020,cellular,20,nov,2010,82,1
14021,cellular,22,aug,2009,251,4
14022,unknown,13,may,2008,245,4
14023,cellular,25,may,2009,146,1
14024,unknown,2,jun,2009,154,2
14025,cellular,13,may,2009,310,2
14026,cellular,11,sep,2010,90,4
14027,cellular,17,apr,2010,301,2
14028,unknown,19,jun,2009,318,1
14029,telephone,22,aug,2010,105,5
14030,cellular,16,jul,2009,129,2
14031,cellular,13,may,2010,79,1
14032,unknown,20,jun,2009,485,3
14033,unknown,19,may,2010,84,12
14034,telephone,21,jul,2009,110,7
14035,unknown,5,may,2009,181,1
14036,cellular,12,may,2010,463,3
14037,unknown,20,may,2010,438,2
14038,cellular,20,aug,2009,128,2
14039,cellular,15,sep,2009,215,1
14040,cellular,23,jul,2009,255,1
14041,cellular,24,jul,2009,211,1
14042,cellular,30,jan,2009,250,2
14043,telephone,17,aug,2009,119,1
14044,cellular,15,jun,2009,104,1
14045,cellular,10,feb,2009,159,1
14046,cellular,17,nov,2010,303,1
14047,cellular,15,jul,2009,101,3
14048,cellular,3,feb,2009,91,3
14049,telephone,29,jul,2010,24,2
14050,unknown,13,may,2010,297,3
14051,unknown,3,jun,2009,236,7
14052,cellular,18,nov,2010,95,1
14053,cellular,23,sep,2008,317,1
14054,cellular,21,nov,2010,675,4
14055,cellular,10,jul,2010,71,1
14056,cellular,26,aug,2010,128,2
14057,cellular,22,apr,2009,341,2
14058,telephone,9,nov,2008,61,1
14059,unknown,5,jun,2010,90,2
14060,cellular,28,aug,2010,65,4
14061,cellular,11,jul,2009,59,2
14062,cellular,14,aug,2008,172,4
14063,cellular,13,may,2009,38,2
14064,cellular,6,may,2008,222,2
14065,cellular,30,jul,2008,334,6
14066,unknown,5,may,2009,154,1
14067,unknown,6,jun,2008,165,2
14068,cellular,2,feb,2010,75,2
14069,cellular,21,aug,2009,126,2
14070,unknown,11,jun,2010,595,2
14071,cellular,31,jul,2010,131,9
14072,unknown,19,jun,2009,267,2
14073,telephone,23,feb,2009,367,1
14074,cellular,7,apr,2010,389,1
14075,cellular,28,aug,2009,140,3
14076,unknown,16,jun,2010,314,3
14077,cellular,7,may,2009,63,1
14078,unknown,6,jun,2009,248,2
14079,cellular,21,jul,2009,251,3
14080,unknown,5,jun,2008,237,3
14081,unknown,16,may,2009,177,4
14082,cellular,2,feb,2009,66,1
14083,cellular,27,aug,2009,78,8
14084,cellular,15,may,2009,39,1
14085,cellular,24,jul,2010,335,1
14086,cellular,19,nov,2010,214,3
14087,cellular,31,jul,2009,158,7
14088,unknown,7,jun,2010,54,1
14089,cellular,14,aug,2009,266,2
14090,unknown,8,may,2010,345,2
14091,cellular,7,aug,2009,171,2
14092,cellular,14,may,2009,722,2
14093,unknown,20,jun,2009,7,3
14094,cellular,17,nov,2009,107,2
14095,unknown,9,may,2010,98,1
14096,cellular,24,jul,2008,325,1
14097,unknown,13,may,2010,358,2
14098,unknown,27,may,2010,82,1
14099,cellular,30,jul,2010,240,3
14100,cellular,5,aug,2009,117,1
14101,cellular,10,dec,2009,429,1
14102,unknown,29,may,2009,246,2
14103,telephone,22,oct,2009,73,1
14104,unknown,16,may,2008,145,1
14105,unknown,5,may,2009,404,4
14106,unknown,8,may,2009,91,2
14107,cellular,2,jun,2009,103,1
14108,unknown,16,may,2009,181,3
14109,unknown,16,may,2009,680,3
14110,telephone,4,feb,2009,49,2
14111,unknown,9,may,2009,294,2
14112,unknown,2,jun,2009,129,4
14113,cellular,17,jul,2009,164,1
14114,unknown,3,jun,2010,233,1
14115,unknown,28,jun,2009,54,1
14116,telephone,10,jul,2010,387,2
